gene,sig,sig_cell_types
ITGB7,0,[]
ITGB6,0,[]
ITGB5,0,[]
ITGB4,0,[]
ITGB3,0,[]
ITGB1BP2,0,[]
ITGAX,0,[]
ITGAV,0,[]
ITGAM,0,[]
IRF7,0,[]
IRF5,0,[]
IRF4,0,[]
IRF3,0,[]
INSC,0,[]
INPPL1,0,[]
INPP5D,0,[]
INPP4B,0,[]
INO80D,0,[]
INMT,0,[]
INHBB,0,[]
INHBA,0,[]
INHA,0,[]
ING1,0,[]
INCA1,0,[]
INA,0,[]
IMPG1,0,[]
IMPDH2,0,[]
IMPDH1,0,[]
INSL3,0,[]
INSL4,0,[]
INSM1,0,[]
IQGAP1,0,[]
IRF2BPL,0,[]
IRF2BP1,0,[]
IRAK4,0,[]
IRAK2,0,[]
IRAK1,0,[]
IQSEC1,0,[]
IPP,0,[]
INSR,0,[]
IPO9,0,[]
IPO7,0,[]
IPO5,0,[]
IPO11,0,[]
INVS,0,[]
INSRR,0,[]
IGSF1,0,[]
IGFN1,0,[]
IVNS1ABP,0,[]
HPSE2,0,[]
HPS5,0,[]
HPRT1,0,[]
HPGD,0,[]
HPD,0,[]
HPCAL1,0,[]
HPCA,0,[]
HOXD9,0,[]
HOXD10,0,[]
HOXC13,0,[]
HOXC11,0,[]
HOXB9,0,[]
HOXB6,0,[]
HOXB5,0,[]
HOXB4,0,[]
HOXB13,0,[]
HPSE,0,[]
HRAS,0,[]
HOXA5,0,[]
HRH2,0,[]
HSF1,0,[]
HSDL1,0,[]
HSD3B1,0,[]
HSD17B6,0,[]
HSD17B2,0,[]
HSD17B10,0,[]
HSD17B1,0,[]
HSD11B2,0,[]
HSD11B1,0,[]
HS6ST2,0,[]
HS3ST5,0,[]
HS3ST3A1,0,[]
HS3ST2,0,[]
HRH4,0,[]
HRH3,0,[]
HOXA9,0,[]
HOXA13,0,[]
IGFBP2,0,[]
HMGN5,0,[]
HMGCR,0,[]
HMGB3,0,[]
HMGB2,0,[]
HMGA2,0,[]
HMGA1,0,[]
HMCN1,0,[]
HLX,0,[]
HK2,0,[]
HIVEP2,0,[]
HIPK3,0,[]
HIPK2,0,[]
HIF1A,0,[]
HHLA2,0,[]
HHEX,0,[]
HGS,0,[]
HMGN3,0,[]
HMMR,0,[]
HOXA11,0,[]
HMOX1,0,[]
HOXA10,0,[]
HOTAIR,0,[]
HOPX,0,[]
HOOK3,0,[]
HNRNPUL1,0,[]
HNRNPLL,0,[]
HNRNPH1,0,[]
HNRNPF,0,[]
HNRNPD,0,[]
HNRNPA1L2,0,[]
HNMT,0,[]
HNF4A,0,[]
HNF1B,0,[]
HNF1A,0,[]
HMX2,0,[]
HSF4,0,[]
HSPA1L,0,[]
HSPA2,0,[]
IFNG,0,[]
IFNAR2,0,[]
IFNAR1,0,[]
IFNA8,0,[]
IFNA7,0,[]
IFNA2,0,[]
IFNA17,0,[]
IFNA1,0,[]
IFITM1,0,[]
IFIT3,0,[]
IFIT2,0,[]
IFIT1,0,[]
IFIH1,0,[]
IFI44L,0,[]
IFI35,0,[]
IFI16,0,[]
IFNB1,0,[]
IFNGR1,0,[]
HSPA4,0,[]
IFNGR2,0,[]
IGFBP1,0,[]
IGF2R,0,[]
IGF2BP3,0,[]
IGF2BP2,0,[]
IGF2BP1,0,[]
IGF2,0,[]
IGF1R,0,[]
IGF1,0,[]
IGBP1,0,[]
IFT57,0,[]
IFRD1,0,[]
IFNW1,0,[]
IFNL3,0,[]
IFNL2,0,[]
IFNL1,0,[]
IDUA,0,[]
IDO1,0,[]
IDH2,0,[]
IDH1,0,[]
HTR2C,0,[]
HTR2A,0,[]
HTR1E,0,[]
HTR1D,0,[]
HTR1B,0,[]
HTR1A,0,[]
HTATIP2,0,[]
HSPG2,0,[]
HSPD1,0,[]
HSPBP1,0,[]
HSPB8,0,[]
HSPB3,0,[]
HSPB11,0,[]
HSPA9,0,[]
HSPA6,0,[]
HTR3A,0,[]
HTR4,0,[]
HTR5A,0,[]
ICAM3,0,[]
IDE,0,[]
ID4,0,[]
ICOSLG,0,[]
ICOS,0,[]
ICAM5,0,[]
ICAM4,0,[]
ICAM1,0,[]
HTR6,0,[]
ICA1,0,[]
IARS2,0,[]
HUWE1,0,[]
HTT,0,[]
HTRA2,0,[]
HTR7,0,[]
ITPRID2,0,[]
JAG1,0,[]
HGF,0,[]
LIPF,0,[]
LIPC,0,[]
LIPA,0,[]
LINS1,0,[]
LINGO2,0,[]
LIN28B,0,[]
LIN28A,0,[]
LIMK1,0,[]
LIM2,0,[]
LILRB4,0,[]
LILRB2,0,[]
LILRA6,0,[]
LILRA4,0,[]
LILRA2,0,[]
LILRA1,0,[]
LIG4,0,[]
LIPE,0,[]
LIPG,0,[]
LIFR,0,[]
LMBR1L,0,[]
LPIN1,0,[]
AAMP,0,[]
LPAR6,0,[]
LPAR5,0,[]
LPAR3,0,[]
LPAR1,0,[]
LPA,0,[]
LOXL2,0,[]
LOX,0,[]
LONRF3,0,[]
LONP1,0,[]
LMX1B,0,[]
LMO2,0,[]
LMO1,0,[]
LMNB1,0,[]
LIG3,0,[]
LIF,0,[]
LAIR2,0,[]
LBX1,0,[]
LBH,0,[]
LATS2,0,[]
LATS1,0,[]
LAT,0,[]
LASP1,0,[]
LARP4B,0,[]
LARP4,0,[]
LAPTM4B,0,[]
LANCL2,0,[]
LANCL1,0,[]
LAMP3,0,[]
LAMP2,0,[]
LAMC2,0,[]
LAMC1,0,[]
LAMB3,0,[]
LBP,0,[]
LCAT,0,[]
LHCGR,0,[]
LCK,0,[]
LGR6,0,[]
LGR5,0,[]
LGR4,0,[]
LGALSL,0,[]
LGALS9,0,[]
LGALS8,0,[]
LGALS14,0,[]
LGALS13,0,[]
LEPROTL1,0,[]
LEPR,0,[]
LEP,0,[]
LENG8,0,[]
LEF1,0,[]
LDLR,0,[]
LDB3,0,[]
LPL,0,[]
LPXN,0,[]
LRATD2,0,[]
MAGI3,0,[]
MAGEC2,0,[]
MAGEC1,0,[]
MAGEB2,0,[]
MAGEA4,0,[]
MAGEA3,0,[]
MAGEA12,0,[]
MAGEA11,0,[]
MAGEA10,0,[]
MAGEA1,0,[]
MAFF,0,[]
MAEA,0,[]
MAD2L1,0,[]
MAD1L1,0,[]
MACC1,0,[]
MAB21L2,0,[]
MAGI1,0,[]
MAK,0,[]
LRBA,0,[]
MAL,0,[]
MAP2,0,[]
MAP1S,0,[]
MAP1LC3B,0,[]
MAP1LC3A,0,[]
MAP1B,0,[]
MAP1A,0,[]
MAOB,0,[]
MAOA,0,[]
MANEA,0,[]
MAN2B1,0,[]
MAN1B1,0,[]
MAML2,0,[]
MALT1,0,[]
MALL,0,[]
MAL2,0,[]
MAB21L1,0,[]
LZTS1,0,[]
LZIC,0,[]
LYN,0,[]
LRRC45,0,[]
LRRC3B,0,[]
LRRC38,0,[]
LRRC32,0,[]
LRRC3,0,[]
LRRC20,0,[]
LRRC15,0,[]
LRPPRC,0,[]
LRP6,0,[]
LRP5,0,[]
LRP2,0,[]
LRP1,0,[]
LRIF1,0,[]
LRG1,0,[]
LRCH1,0,[]
LRRC47,0,[]
LRRK2,0,[]
LRRTM1,0,[]
LTK,0,[]
LYAR,0,[]
LY96,0,[]
LY9,0,[]
LY75,0,[]
LURAP1,0,[]
LUC7L,0,[]
LTBR,0,[]
LRTM1,0,[]
LTBP1,0,[]
LTB4R2,0,[]
LTB4R,0,[]
LTA,0,[]
LSM12,0,[]
LSG1,0,[]
LAMA3,0,[]
LAIR1,0,[]
JAK1,0,[]
KCNK6,0,[]
KCNK3,0,[]
KCNK2,0,[]
KCNK18,0,[]
KCNK17,0,[]
KCNK16,0,[]
KCNK15,0,[]
KCNK13,0,[]
KCNK12,0,[]
KCNK10,0,[]
KCNK1,0,[]
KCNJ9,0,[]
KCNJ8,0,[]
KCNJ6,0,[]
KCNJ2,0,[]
KCNJ16,0,[]
KCNK4,0,[]
KCNK9,0,[]
KCNJ13,0,[]
KCNMA1,0,[]
KCTD20,0,[]
KCTD11,0,[]
KCTD10,0,[]
KCNV1,0,[]
KCNU1,0,[]
KCNT2,0,[]
KCNT1,0,[]
KCNS1,0,[]
KCNRG,0,[]
KCNQ4,0,[]
KCNQ2,0,[]
KCNQ1,0,[]
KCNN4,0,[]
KCNN3,0,[]
KCNMB1,0,[]
KCNJ15,0,[]
KCNJ12,0,[]
LAG3,0,[]
KCNA4,0,[]
KATNA1,0,[]
KAT5,0,[]
KAT2B,0,[]
KANK2,0,[]
JUP,0,[]
JRK,0,[]
JPT2,0,[]
JPH2,0,[]
JPH1,0,[]
JMJD4,0,[]
JDP2,0,[]
JAZF1,0,[]
JAM3,0,[]
JAM2,0,[]
JAK2,0,[]
KCNA3,0,[]
KCNA5,0,[]
KCNJ11,0,[]
KCNAB3,0,[]
KCNJ10,0,[]
KCNJ1,0,[]
KCNIP2,0,[]
KCNH6,0,[]
KCNH5,0,[]
KCNH4,0,[]
KCNH3,0,[]
KCNH2,0,[]
KCNH1,0,[]
KCNF1,0,[]
KCNE1,0,[]
KCNC4,0,[]
KCNC3,0,[]
KCNC1,0,[]
KCNB1,0,[]
KCTD5,0,[]
KCTD9,0,[]
KDM1A,0,[]
KMT2A,0,[]
KLRG1,0,[]
KLRF1,0,[]
KLRD1,0,[]
KLRC2,0,[]
KLRC1,0,[]
KLRB1,0,[]
KLK6,0,[]
KLK4,0,[]
KLK15,0,[]
KLK10,0,[]
KLHL8,0,[]
KLHL4,0,[]
KLHL26,0,[]
KLHL24,0,[]
KLHL14,0,[]
KMO,0,[]
KMT2D,0,[]
KDM3A,0,[]
KNDC1,0,[]
LAD1,0,[]
LACRT,0,[]
LACC1,0,[]
L1CAM,0,[]
KXD1,0,[]
KRTCAP2,0,[]
KRT20,0,[]
KRAS,0,[]
KPRP,0,[]
KPNB1,0,[]
KPNA6,0,[]
KPNA3,0,[]
KPNA2,0,[]
KPNA1,0,[]
KNSTRN,0,[]
KLHL13,0,[]
KLHL1,0,[]
KLHDC2,0,[]
KLF5,0,[]
KIAA1191,0,[]
KIAA0408,0,[]
KHSRP,0,[]
KHK,0,[]
KHDRBS1,0,[]
KHDC3L,0,[]
KEL,0,[]
KEAP1,0,[]
KDR,0,[]
KDM8,0,[]
KDM6B,0,[]
KDM6A,0,[]
KDM5D,0,[]
KDM5B,0,[]
KDM4A,0,[]
KIAA2013,0,[]
KIF11,0,[]
KIF1A,0,[]
KIT,0,[]
KLF4,0,[]
KLF17,0,[]
KLF16,0,[]
KLF14,0,[]
KLF12,0,[]
KITLG,0,[]
KISS1R,0,[]
KIF20A,0,[]
KIR3DL1,0,[]
KIR2DL4,0,[]
KIR2DL1,0,[]
KIF5B,0,[]
KIF2C,0,[]
KIF2A,0,[]
HGH1,0,[]
HFE,0,[]
ECSIT,0,[]
FBXW7,0,[]
FBXO45,0,[]
FBXO43,0,[]
FBXO42,0,[]
FBXO33,0,[]
FBXO25,0,[]
FBXO16,0,[]
FBP1,0,[]
FBLN5,0,[]
FBLN2,0,[]
FBL,0,[]
FAT4,0,[]
FAT3,0,[]
FAT2,0,[]
FAT1,0,[]
FASN,0,[]
FBXW11,0,[]
FCGR2B,0,[]
FAS,0,[]
FCMR,0,[]
FERMT3,0,[]
FER,0,[]
FENDRR,0,[]
FEN1,0,[]
FECH,0,[]
FDX1,0,[]
FDPS,0,[]
FDFT1,0,[]
FCRLA,0,[]
FCRL5,0,[]
FCRL4,0,[]
FCRL3,0,[]
FCRL2,0,[]
FCRL1,0,[]
FCN2,0,[]
FASLG,0,[]
FAR1,0,[]
F13A1,0,[]
FAIM2,0,[]
FAF2,0,[]
FAF1,0,[]
FADS2,0,[]
FADS1,0,[]
FADD,0,[]
FABP7,0,[]
FABP3,0,[]
FABP2,0,[]
FAAH,0,[]
F8,0,[]
F7,0,[]
F5,0,[]
F2RL3,0,[]
F2RL1,0,[]
F2R,0,[]
FAIM,0,[]
FAM107A,0,[]
FAP,0,[]
FAM110A,0,[]
FANCI,0,[]
FANCD2,0,[]
FANCC,0,[]
FANCA,0,[]
FAM9B,0,[]
FAM98A,0,[]
FAM76B,0,[]
FAM53C,0,[]
FAM3A,0,[]
FAM193A,0,[]
FAM168A,0,[]
FAM161A,0,[]
FAM131C,0,[]
FAM126B,0,[]
FAM117B,0,[]
FES,0,[]
FETUB,0,[]
FEV,0,[]
FOXA1,0,[]
FOLR1,0,[]
FOLH1,0,[]
FNTA,0,[]
FNDC5,0,[]
FNDC3B,0,[]
FNDC3A,0,[]
FN3KRP,0,[]
FMOD,0,[]
FMO5,0,[]
FMO3,0,[]
FMN2,0,[]
FMN1,0,[]
FMC1,0,[]
FLYWCH1,0,[]
FLT4,0,[]
FOSL1,0,[]
FOXA2,0,[]
FEZ1,0,[]
FOXB1,0,[]
FOXO4,0,[]
FOXO1,0,[]
FOXN1,0,[]
FOXM1,0,[]
FOXL2,0,[]
FOXJ2,0,[]
FOXJ1,0,[]
FOXI1,0,[]
FOXG1,0,[]
FOXF1,0,[]
FOXE3,0,[]
FOXE1,0,[]
FOXD2,0,[]
FOXC2,0,[]
FOXC1,0,[]
FLT3LG,0,[]
FLT3,0,[]
FLRT3,0,[]
FLNC,0,[]
FGFR2,0,[]
FGFBP2,0,[]
FGF9,0,[]
FGF7,0,[]
FGF4,0,[]
FGF23,0,[]
FGF21,0,[]
FGF2,0,[]
FGF19,0,[]
FGF13,0,[]
FGF10,0,[]
FGF1,0,[]
FFAR1,0,[]
FEZF2,0,[]
FEZF1,0,[]
FGFR3,0,[]
FGFR4,0,[]
FH,0,[]
FKBP11,0,[]
FLNB,0,[]
FLII,0,[]
FLI1,0,[]
FLCN,0,[]
FKTN,0,[]
FKBP15,0,[]
FIP1L1,0,[]
FHAD1,0,[]
FILIP1L,0,[]
FIBP,0,[]
FIBCD1,0,[]
FHOD1,0,[]
FHL3,0,[]
FHL2,0,[]
F2,0,[]
F12,0,[]
FOXP2,0,[]
ELK1,0,[]
ELF4,0,[]
ELAVL1,0,[]
ELANE,0,[]
ELAC2,0,[]
ELAC1,0,[]
EIPR1,0,[]
EIF5AL1,0,[]
EIF4ENIF1,0,[]
EIF4EBP3,0,[]
EIF4EBP2,0,[]
EIF4EBP1,0,[]
EIF4E,0,[]
EIF4A3,0,[]
EIF3C,0,[]
EIF2S1,0,[]
ELFN1,0,[]
ELK3,0,[]
EIF2AK3,0,[]
ELK4,0,[]
EN2,0,[]
EN1,0,[]
EMX2,0,[]
EMSY,0,[]
EMP2,0,[]
EMP1,0,[]
EMD,0,[]
EMC4,0,[]
EMC1,0,[]
ELSPBP1,0,[]
ELOC,0,[]
ELOB,0,[]
ELN,0,[]
ELMOD2,0,[]
ELMOD1,0,[]
EIF2AK4,0,[]
EIF2AK2,0,[]
F11R,0,[]
EFTUD2,0,[]
EFR3B,0,[]
EFR3A,0,[]
EFNB2,0,[]
EFHC2,0,[]
EFHC1,0,[]
EEF1G,0,[]
EEF1AKNMT,0,[]
EEF1A2,0,[]
EED,0,[]
EDRF1,0,[]
EDNRB,0,[]
EDNRA,0,[]
EDN1,0,[]
EDIL3,0,[]
EDA,0,[]
EFS,0,[]
EGF,0,[]
EIF1B,0,[]
EGFL6,0,[]
EIF1AY,0,[]
EIF1AD,0,[]
EID1,0,[]
EHMT2,0,[]
EHMT1,0,[]
EHF,0,[]
EHBP1,0,[]
EGR4,0,[]
EGR3,0,[]
EGR2,0,[]
EGLN3,0,[]
EGLN1,0,[]
EGFR,0,[]
EGFL8,0,[]
EGFL7,0,[]
ENKUR,0,[]
ENO2,0,[]
ENOSF1,0,[]
ESR2,0,[]
ESM1,0,[]
ESF1,0,[]
ERVFRD-1,0,[]
ERRFI1,0,[]
ERP27,0,[]
ERN1,0,[]
ERMAP,0,[]
ERLIN2,0,[]
ERGIC2,0,[]
ERG28,0,[]
ERG,0,[]
ERFE,0,[]
EREG,0,[]
ERCC6,0,[]
ERCC5,0,[]
ESR1,0,[]
ESRRA,0,[]
ENOX1,0,[]
ESRRG,0,[]
F11,0,[]
EZHIP,0,[]
EZH2,0,[]
EZH1,0,[]
EYA4,0,[]
EYA1,0,[]
EXOSC10,0,[]
EXO1,0,[]
EWSR1,0,[]
EVI5,0,[]
EVI2B,0,[]
ETV6,0,[]
ETV3,0,[]
ETV1,0,[]
ETS1,0,[]
ERCC4,0,[]
ERCC3,0,[]
ERCC2,0,[]
ERCC1,0,[]
EPHA4,0,[]
EPHA3,0,[]
EPHA2,0,[]
EPHA10,0,[]
EPHA1,0,[]
EPG5,0,[]
EPDR1,0,[]
EPCAM,0,[]
EP300,0,[]
EOMES,0,[]
ENTPD2,0,[]
ENPP3,0,[]
ENPP1,0,[]
ENPEP,0,[]
ENOX2,0,[]
EPHA7,0,[]
EPHA8,0,[]
EPHB1,0,[]
EPRS,0,[]
ERC1,0,[]
ERBB3,0,[]
ERBB2,0,[]
ERAS,0,[]
ERAP1,0,[]
EPS8L3,0,[]
EPOR,0,[]
EPHB2,0,[]
EPO,0,[]
EPM2AIP1,0,[]
EPHX2,0,[]
EPHX1,0,[]
EPHB6,0,[]
EPHB4,0,[]
FOXP1,0,[]
FOXP3,0,[]
HEY1,0,[]
GRK5,0,[]
GRIN2D,0,[]
GRIN2C,0,[]
GRIN2B,0,[]
GRIN1,0,[]
GRIK5,0,[]
GRIK4,0,[]
GRIK3,0,[]
GRID1,0,[]
GRIA2,0,[]
GRIA1,0,[]
GRHL2,0,[]
GREM2,0,[]
GREB1L,0,[]
GRAMD2B,0,[]
GRAMD1A,0,[]
GRK2,0,[]
GRM1,0,[]
GPRIN2,0,[]
GRM2,0,[]
GSS,0,[]
GSR,0,[]
GSK3B,0,[]
GSK3A,0,[]
GSE1,0,[]
GSDMC,0,[]
GSDMB,0,[]
GRWD1,0,[]
GRPR,0,[]
GRP,0,[]
GRN,0,[]
GRM7,0,[]
GRM5,0,[]
GRM4,0,[]
GRM3,0,[]
GPT,0,[]
GPRC5C,0,[]
GORAB,0,[]
GPR149,0,[]
GPR137,0,[]
GPR135,0,[]
GPR12,0,[]
GPR101,0,[]
GPR1,0,[]
GPN2,0,[]
GPN1,0,[]
GPHN,0,[]
GPER1,0,[]
GPBP1L1,0,[]
GPBP1,0,[]
GPATCH11,0,[]
GP6,0,[]
GP5,0,[]
GP1BA,0,[]
GPR139,0,[]
GPR158,0,[]
GPRASP2,0,[]
GPR162,0,[]
GPRASP1,0,[]
GPR88,0,[]
GPR85,0,[]
GPR83,0,[]
GPR63,0,[]
GPR55,0,[]
GPR4,0,[]
GPR39,0,[]
GPR37L1,0,[]
GPR37,0,[]
GPR3,0,[]
GPR26,0,[]
GPR22,0,[]
GPR174,0,[]
GPR17,0,[]
GSTM1,0,[]
GSTM3,0,[]
GSTZ1,0,[]
HDC,0,[]
HDAC6,0,[]
HDAC5,0,[]
HDAC4,0,[]
HDAC3,0,[]
HDAC2,0,[]
HDAC10,0,[]
HDAC1,0,[]
HCRTR2,0,[]
HCRTR1,0,[]
HCRT,0,[]
HCN4,0,[]
HCN3,0,[]
HCN2,0,[]
HCFC1,0,[]
HCAR3,0,[]
HDAC8,0,[]
HEATR3,0,[]
GSX2,0,[]
HEATR5A,0,[]
HEXIM1,0,[]
HEXB,0,[]
HEXA,0,[]
HESX1,0,[]
HES6,0,[]
HES4,0,[]
HES1,0,[]
HERC6,0,[]
HERC2,0,[]
HEPACAM,0,[]
HELLS,0,[]
HECTD4,0,[]
HECA,0,[]
HEATR6,0,[]
HEATR5B,0,[]
HCAR2,0,[]
HBZ,0,[]
HBS1L,0,[]
HBG1,0,[]
GYPB,0,[]
GYPA,0,[]
GYG2,0,[]
GXYLT2,0,[]
GUSB,0,[]
GUCY2D,0,[]
GUCY2C,0,[]
GUCY1A2,0,[]
GUCA1A,0,[]
GTPBP4,0,[]
GTPBP10,0,[]
GTPBP1,0,[]
GTF3C1,0,[]
GTF2I,0,[]
GTF2A1L,0,[]
GYS1,0,[]
GZMA,0,[]
GZMB,0,[]
HAMP,0,[]
HBEGF,0,[]
HAX1,0,[]
HAVCR2,0,[]
HAVCR1,0,[]
HAS2,0,[]
HAP1,0,[]
HADHB,0,[]
GZMH,0,[]
HADHA,0,[]
HABP2,0,[]
H3F3B,0,[]
H2AFX,0,[]
H19,0,[]
GZMK,0,[]
GOT1,0,[]
GOLPH3,0,[]
FOXP4,0,[]
GAD2,0,[]
GABRR3,0,[]
GABRQ,0,[]
GABRP,0,[]
GABRG3,0,[]
GABRG2,0,[]
GABRG1,0,[]
GABRD,0,[]
GABRB3,0,[]
GABRB2,0,[]
GABRA6,0,[]
GABRA5,0,[]
GABRA4,0,[]
GABRA3,0,[]
GABRA2,0,[]
GABRA1,0,[]
GAD1,0,[]
GADD45A,0,[]
GAB2,0,[]
GADD45G,0,[]
GATA3,0,[]
GATA2,0,[]
GATA1,0,[]
GAS2L1,0,[]
GART,0,[]
GAP43,0,[]
GANC,0,[]
GANAB,0,[]
GALR1,0,[]
GALP,0,[]
GALNS,0,[]
GALK1,0,[]
GALE,0,[]
GAL,0,[]
GAGE1,0,[]
GABBR2,0,[]
GAB1,0,[]
GOLGA2,0,[]
FUCA1,0,[]
FTO,0,[]
FSTL3,0,[]
FSTL1,0,[]
FST,0,[]
FSIP1,0,[]
FSHR,0,[]
FSCN1,0,[]
FRZB,0,[]
FRMD7,0,[]
FRMD6,0,[]
FREM2,0,[]
FREM1,0,[]
FRAS1,0,[]
FRA10AC1,0,[]
FOXRED1,0,[]
FUBP3,0,[]
FURIN,0,[]
GAA,0,[]
FUS,0,[]
G6PD,0,[]
FZR1,0,[]
FZD9,0,[]
FZD6,0,[]
FZD4,0,[]
FZD3,0,[]
FZD10,0,[]
FZD1,0,[]
FXYD7,0,[]
FXR2,0,[]
FUT8,0,[]
FUT7,0,[]
FUT4,0,[]
FUT3,0,[]
FUT2,0,[]
GATA4,0,[]
GATA6,0,[]
GBA,0,[]
GMDS,0,[]
GLUD1,0,[]
GLT8D2,0,[]
GLS2,0,[]
GLS,0,[]
GLRB,0,[]
GLRA3,0,[]
GLRA2,0,[]
GLRA1,0,[]
GLP1R,0,[]
GLOD4,0,[]
GLIPR2,0,[]
GLI3,0,[]
GLI2,0,[]
GLI1,0,[]
GLDN,0,[]
GLYR1,0,[]
GMEB1,0,[]
GBE1,0,[]
GMEB2,0,[]
GNS,0,[]
GNRHR,0,[]
GNRH1,0,[]
GNPAT,0,[]
GNL2,0,[]
GNB3,0,[]
GNB1L,0,[]
GNAT3,0,[]
GNAQ,0,[]
GNAO1,0,[]
GNAI2,0,[]
GNAI1,0,[]
GNA11,0,[]
GMPS,0,[]
GMFB,0,[]
GLCCI1,0,[]
GLB1,0,[]
GKN1,0,[]
GJC1,0,[]
GDF3,0,[]
GDF2,0,[]
GDF15,0,[]
GDF11,0,[]
GDA,0,[]
GCNT4,0,[]
GCNT2,0,[]
GCN1,0,[]
GCM1,0,[]
GCLM,0,[]
GCKR,0,[]
GCGR,0,[]
GBX2,0,[]
GBP5,0,[]
GBF1,0,[]
GDF5,0,[]
GDF6,0,[]
GDF7,0,[]
GIGYF1,0,[]
GJB6,0,[]
GJB1,0,[]
GJA5,0,[]
GIPC2,0,[]
GIPC1,0,[]
GIMAP8,0,[]
GHSR,0,[]
GDF9,0,[]
GHR,0,[]
GHITM,0,[]
GH1,0,[]
GGT1,0,[]
GFPT1,0,[]
GDNF,0,[]
LPCAT1,0,[]
